tube_assembly_id,supplier,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,year,month
TA-01334,S-0066,0,0,Yes,75,1.69427396605,1996,2
TA-01334,S-0066,0,0,Yes,100,1.57742748563,1996,2
TA-01334,S-0066,0,0,Yes,290,1.35208070197,1996,2
TA-01334,S-0066,0,0,Yes,325,1.33817040668,1996,2
TA-01334,S-0066,0,0,Yes,350,1.32982422951,1996,2
TA-01335,S-0066,0,0,Yes,25,3.15763703032,1996,2
TA-01335,S-0066,0,0,Yes,50,2.46212226593,1996,2
TA-01335,S-0066,0,0,Yes,75,2.23121136415,1996,2
TA-01335,S-0066,0,0,Yes,100,2.11436488374,1996,2
TA-01335,S-0066,0,0,Yes,290,1.88901810008,1996,2
TA-01335,S-0066,0,0,Yes,325,1.87510780479,1996,2
TA-01335,S-0066,0,0,Yes,350,1.86676162762,1996,2
TA-01336,S-0064,10,0,Yes,15,7.76750888868,2011,11
TA-01336,S-0064,10,0,Yes,20,6.82160880911,2011,11
TA-01336,S-0064,10,0,Yes,25,6.25406876137,2011,11
TA-01336,S-0064,10,0,Yes,30,5.8784907886,2011,11
TA-01341,S-0066,14,1,No,1,34.7423535107,2010,6
TA-01343,S-0066,0,0,Yes,1,22.1284977438,2013,8
TA-01343,S-0066,0,0,Yes,2,12.5637787039,2013,8
TA-01343,S-0066,0,0,Yes,5,6.82439086817,2013,8
TA-01343,S-0066,0,0,Yes,10,4.91311629563,2013,8
TA-01343,S-0066,0,0,Yes,25,3.76412590486,2013,8
TA-01343,S-0066,0,0,Yes,50,3.44975323136,2013,8
TA-01343,S-0066,0,0,Yes,100,3.30786821943,2013,8
TA-01343,S-0066,0,0,Yes,250,3.22162438864,2013,8
TA-01349,S-0066,0,0,Yes,1,21.8530738971,2013,6
TA-01349,S-0066,0,0,Yes,2,12.2883548572,2013,6
TA-01349,S-0066,0,0,Yes,5,6.55174908053,2013,6
TA-01349,S-0066,0,0,Yes,10,4.63769244894,2013,6
TA-01349,S-0066,0,0,Yes,25,3.48870205817,2013,6
TA-01349,S-0066,0,0,Yes,50,3.17432938466,2013,6
TA-01349,S-0066,0,0,Yes,100,3.03244437273,2013,6
TA-01349,S-0066,0,0,Yes,250,2.948982601,2013,6
TA-01350,S-0066,0,0,Yes,1,22.5235501299,2013,8
TA-01350,S-0066,0,0,Yes,2,12.9588310901,2013,8
TA-01350,S-0066,0,0,Yes,5,7.21944325434,2013,8
TA-01350,S-0066,0,0,Yes,10,5.30538662275,2013,8
TA-01350,S-0066,0,0,Yes,25,4.15917829104,2013,8
TA-01350,S-0066,0,0,Yes,50,3.84202355848,2013,8
TA-01350,S-0066,0,0,Yes,100,3.70013854654,2013,8
TA-01350,S-0066,0,0,Yes,250,3.61667677481,2013,8
TA-01352,S-0066,0,0,Yes,1,22.0033050862,2013,6
TA-01352,S-0066,0,0,Yes,2,12.4385860463,2013,6
TA-01352,S-0066,0,0,Yes,5,6.69919821058,2013,6
TA-01352,S-0066,0,0,Yes,10,4.78514157899,2013,6
TA-01352,S-0066,0,0,Yes,25,3.63893324727,2013,6
TA-01352,S-0066,0,0,Yes,50,3.32177851471,2013,6
TA-01352,S-0066,0,0,Yes,100,3.17989350278,2013,6
TA-01352,S-0066,0,0,Yes,250,3.09643173105,2013,6
TA-01353,S-0013,5,1,No,1,8.69115249579,2009,6
TA-01356,S-0066,0,0,Yes,1,21.6305091724,2013,6
TA-01356,S-0066,0,0,Yes,2,12.0657901326,2013,6
TA-01356,S-0066,0,0,Yes,5,6.32640229687,2013,6
TA-01356,S-0066,0,0,Yes,10,4.41234566527,2013,6
TA-01356,S-0066,0,0,Yes,25,3.26613733356,2013,6
TA-01356,S-0066,0,0,Yes,50,2.948982601,2013,6
TA-01356,S-0066,0,0,Yes,100,2.80987964813,2013,6
TA-01356,S-0066,0,0,Yes,250,2.72363581734,2013,6
TA-01357,S-0066,0,0,Yes,1,21.5553935779,2013,6
TA-01357,S-0066,0,0,Yes,2,11.990674538,2013,6
TA-01357,S-0066,0,0,Yes,5,6.25128670231,2013,6
TA-01357,S-0066,0,0,Yes,10,4.33723007072,2013,6
TA-01357,S-0066,0,0,Yes,25,3.19102173901,2013,6
TA-01357,S-0066,0,0,Yes,50,2.87386700645,2013,6
TA-01357,S-0066,0,0,Yes,100,2.73476405357,2013,6
TA-01357,S-0066,0,0,Yes,250,2.64852022279,2013,6
TA-01358,S-0066,0,0,Yes,1,21.9560100822,2013,6
TA-01358,S-0066,0,0,Yes,2,12.3912910423,2013,6
TA-01358,S-0066,0,0,Yes,5,6.6519032066,2013,6
TA-01358,S-0066,0,0,Yes,10,4.73784657501,2013,6
TA-01358,S-0066,0,0,Yes,25,3.5916382433,2013,6
TA-01358,S-0066,0,0,Yes,50,3.27448351074,2013,6
TA-01358,S-0066,0,0,Yes,100,3.1325984988,2013,6
TA-01358,S-0066,0,0,Yes,250,3.04913672707,2013,6
TA-01360,S-0066,0,0,Yes,1,28.7275418283,2013,9
TA-01360,S-0066,0,0,Yes,2,16.8676240659,2013,9
TA-01360,S-0066,0,0,Yes,5,9.75111699671,2013,9
TA-01360,S-0066,0,0,Yes,10,7.37802062062,2013,9
TA-01360,S-0066,0,0,Yes,25,5.95638844221,2013,9
TA-01360,S-0066,0,0,Yes,50,5.54742576075,2013,9
TA-01360,S-0066,0,0,Yes,100,5.3610278039,2013,9
TA-01360,S-0066,0,0,Yes,250,5.2497454416,2013,9
TA-01362,S-0066,0,0,Yes,1,27.166806697,2013,9
TA-01362,S-0066,0,0,Yes,2,16.9761243692,2013,9
TA-01362,S-0066,0,0,Yes,5,10.8611585607,2013,9
TA-01362,S-0066,0,0,Yes,10,8.82190927149,2013,9
TA-01362,S-0066,0,0,Yes,25,7.60058534523,2013,9
TA-01362,S-0066,0,0,Yes,50,7.25839208115,2013,9
TA-01362,S-0066,0,0,Yes,100,7.10537883298,2013,9
TA-01362,S-0066,0,0,Yes,250,7.01357088408,2013,9
TA-01363,S-0066,0,0,Yes,1,27.1528964017,2013,9
TA-01363,S-0066,0,0,Yes,2,16.9622140739,2013,9
TA-01363,S-0066,0,0,Yes,5,10.8500303244,2013,9
TA-01363,S-0066,0,0,Yes,10,8.81078103526,2013,9
TA-01363,S-0066,0,0,Yes,25,7.58667504994,2013,9
TA-01363,S-0066,0,0,Yes,50,7.24726384492,2013,9
TA-01363,S-0066,0,0,Yes,100,7.09425059675,2013,9
TA-01363,S-0066,0,0,Yes,250,7.00244264785,2013,9
TA-01364,S-0062,90,0,Yes,5,19.9278890292,2011,4
TA-01364,S-0062,90,0,Yes,10,11.6902121598,2011,4
TA-01364,S-0062,90,0,Yes,25,6.74649321456,2011,4
TA-01365,S-0072,1,1,Yes,1,22.7127301458,2013,9
TA-01365,S-0072,2,0,Yes,1,29.6901342622,2012,7
TA-01365,S-0072,2,0,Yes,2,28.1293991309,2012,7
TA-01365,S-0072,2,0,Yes,3,26.5630998815,2012,7
TA-01365,S-0072,2,0,Yes,4,24.220606155,2012,7
TA-01366,S-0041,1,25,No,25,3.03800849084,2013,8
TA-01367,S-0041,1,35,No,35,3.78638237733,2013,8
TA-01369,S-0018,1,1,Yes,1,2.01421075767,2008,5
TA-01369,S-0081,927,1,Yes,1,2.69025110865,2010,10
TA-01376,S-0072,50,1,No,1,7.45313621518,2013,1
TA-01380,S-0072,5,1,Yes,1,9.55637286268,2013,1
TA-01381,S-0072,10,1,No,1,10.1461693829,2006,1
TA-01383,S-0072,20,1,No,1,9.94586113074,2011,1
TA-01385,S-0062,5,5,No,5,80.6185073697,2014,3
TA-01386,S-0081,45,1,No,1,21.0017638254,2003,1
TA-01387,S-0081,20,1,No,1,137.085960061,2001,3
TA-01392,S-0005,3400,1,No,1,9.1752307718,2014,4
TA-01393,S-0014,0,0,Yes,2,44.1540593024,2004,2
TA-01393,S-0014,0,0,Yes,4,25.0274032817,2004,2
TA-01393,S-0014,0,0,Yes,6,18.6509239218,2004,2
TA-01393,S-0014,0,0,Yes,8,15.4626842419,2004,2
TA-01394,S-0066,150,10,No,1,9.72051434708,2011,8
TA-01396,S-0072,10,1,No,1,5.53351546547,2007,1
TA-01401,S-0066,0,0,Yes,1,21.7306632985,2013,8
TA-01401,S-0066,0,0,Yes,2,12.1659442587,2013,8
TA-01401,S-0066,0,0,Yes,5,6.42655642294,2013,8
TA-01401,S-0066,0,0,Yes,10,4.51249979135,2013,8
TA-01401,S-0066,0,0,Yes,25,3.36629145964,2013,8
TA-01401,S-0066,0,0,Yes,50,3.04913672707,2013,8
TA-01401,S-0066,0,0,Yes,100,2.9100337742,2013,8
TA-01401,S-0066,0,0,Yes,250,2.82378994341,2013,8
TA-01404,S-0066,0,0,Yes,1,27.556294965,2013,8
TA-01404,S-0066,0,0,Yes,2,15.6963772027,2013,8
TA-01404,S-0066,0,0,Yes,5,8.57987013348,2013,8
TA-01404,S-0066,0,0,Yes,10,6.20677375739,2013,8
TA-01404,S-0066,0,0,Yes,25,4.78514157899,2013,8
TA-01404,S-0066,0,0,Yes,50,4.37617889753,2013,8
TA-01404,S-0066,0,0,Yes,100,4.18978094067,2013,8
TA-01404,S-0066,0,0,Yes,250,4.07849857837,2013,8
TA-01407,S-0064,20,0,Yes,5,21.4051623888,2012,2
TA-01407,S-0064,20,0,Yes,10,14.6697974105,2012,2
TA-01407,S-0064,20,0,Yes,15,12.421893692,2012,2
TA-01407,S-0064,20,0,Yes,20,11.3007238918,2012,2
TA-01410,S-0066,11,0,Yes,5,6.1539146353,2013,2
TA-01410,S-0066,11,0,Yes,10,3.76969002298,2013,2
TA-01410,S-0066,11,0,Yes,25,2.66243051808,2013,2
TA-01410,S-0066,11,0,Yes,50,2.37587843515,2013,2
TA-01411,S-0066,50,1,No,1,10.0404511387,2011,8
TA-01413,S-0066,1,0,Yes,2,108.89813769,2009,11
TA-01413,S-0066,1,0,Yes,3,79.5891455184,2009,11
TA-01413,S-0066,1,0,Yes,4,60.8825804154,2009,11
TA-01413,S-0066,1,0,Yes,5,52.6671600185,2009,11
TA-01415,S-0066,52,1,No,1,24.2818114543,2011,8
TA-01416,S-0066,62,9,No,1,10.4076829343,2011,8
TA-01422,S-0026,18,1,No,1,15.0175547927,1997,7
TA-01423,S-0072,4,1,No,1,6.07601698169,1997,7
TA-01424,S-0072,1,0,Yes,1,17.2292917434,2014,2
TA-01424,S-0072,1,0,Yes,2,11.7235968685,2014,2
TA-01424,S-0072,1,0,Yes,3,10.4215932296,2014,2
TA-01424,S-0072,1,0,Yes,4,9.77059141011,2014,2
TA-01425,S-0066,0,0,Yes,1,28.4994129855,2013,9
TA-01425,S-0066,0,0,Yes,2,16.6394952232,2013,9
TA-01425,S-0066,0,0,Yes,5,9.52298815399,2013,9
TA-01425,S-0066,0,0,Yes,10,7.1498917779,2013,9
TA-01425,S-0066,0,0,Yes,25,5.72825959949,2013,9
TA-01425,S-0066,0,0,Yes,50,5.31929691803,2013,9
TA-01425,S-0066,0,0,Yes,100,5.13289896118,2013,9
TA-01425,S-0066,0,0,Yes,250,5.02161659888,2013,9
TA-01430,S-0066,1,1,No,1,61.2525942701,2009,2
TA-01431,S-0066,0,0,Yes,1,21.75570183,2013,5
TA-01431,S-0066,0,0,Yes,2,12.1909827902,2013,5
TA-01431,S-0066,0,0,Yes,5,6.45159495446,2013,5
TA-01431,S-0066,0,0,Yes,10,4.54032038192,2013,5
TA-01431,S-0066,0,0,Yes,25,3.39132999115,2013,5
TA-01431,S-0066,0,0,Yes,50,3.07695731765,2013,5
TA-01431,S-0066,0,0,Yes,100,2.93507230571,2013,5
TA-01431,S-0066,0,0,Yes,250,2.85161053399,2013,5
TA-01433,S-0066,0,0,Yes,1,25.0580059313,2013,5
TA-01433,S-0066,0,0,Yes,2,14.8673236035,2013,5
TA-01433,S-0066,0,0,Yes,5,8.75235779505,2013,5
TA-01433,S-0066,0,0,Yes,10,6.71310850587,2013,5
TA-01433,S-0066,0,0,Yes,25,5.4917845796,2013,5
TA-01433,S-0066,0,0,Yes,50,5.14959131552,2013,5
TA-01433,S-0066,0,0,Yes,100,4.99657806736,2013,5
TA-01433,S-0066,0,0,Yes,250,4.90477011846,2013,5
TA-01434,S-0066,0,0,Yes,1,25.1581600574,2013,5
TA-01434,S-0066,0,0,Yes,2,14.9674777296,2013,5
TA-01434,S-0066,0,0,Yes,5,8.85529398018,2013,5
TA-01434,S-0066,0,0,Yes,10,6.816044691,2013,5
TA-01434,S-0066,0,0,Yes,25,5.59193870567,2013,5
TA-01434,S-0066,0,0,Yes,50,5.25252750065,2013,5
TA-01434,S-0066,0,0,Yes,100,5.09951425249,2013,5
TA-01434,S-0066,0,0,Yes,250,5.00492424453,2013,5
TA-01435,S-0066,0,0,Yes,1,28.0932323631,2013,5
TA-01435,S-0066,0,0,Yes,2,16.2333146008,2013,5
TA-01435,S-0066,0,0,Yes,5,9.11680753159,2013,5
TA-01435,S-0066,0,0,Yes,10,6.7437111555,2013,5
TA-01435,S-0066,0,0,Yes,25,5.32207897709,2013,5
TA-01435,S-0066,0,0,Yes,50,4.91311629563,2013,5
TA-01435,S-0066,0,0,Yes,100,4.72671833878,2013,5
TA-01435,S-0066,0,0,Yes,250,4.61543597647,2013,5
TA-01436,S-0066,0,0,Yes,1,28.3463997374,2013,5
TA-01436,S-0066,0,0,Yes,2,16.486481975,2013,5
TA-01436,S-0066,0,0,Yes,5,9.37275696488,2013,5
TA-01436,S-0066,0,0,Yes,10,6.99966058879,2013,5
TA-01436,S-0066,0,0,Yes,25,5.57802841039,2013,5
TA-01436,S-0066,0,0,Yes,50,5.16906572893,2013,5
TA-01436,S-0066,0,0,Yes,100,4.98266777207,2013,5
TA-01436,S-0066,0,0,Yes,250,4.86860335071,2013,5
TA-01437,S-0066,0,0,Yes,1,27.7538211581,2013,5
TA-01437,S-0066,0,0,Yes,2,15.8939033958,2013,5
TA-01437,S-0066,0,0,Yes,5,8.77739632657,2013,5
TA-01437,S-0066,0,0,Yes,10,6.40708200954,2013,5
TA-01437,S-0066,0,0,Yes,25,4.98266777207,2013,5
TA-01437,S-0066,0,0,Yes,50,4.57648714967,2013,5
TA-01437,S-0066,0,0,Yes,100,4.38730713376,2013,5
TA-01437,S-0066,0,0,Yes,250,4.27602477145,2013,5
TA-01438,S-0066,0,0,Yes,1,28.2545917885,2013,5
TA-01438,S-0066,0,0,Yes,2,16.3946740261,2013,5
TA-01438,S-0066,0,0,Yes,5,9.27816695693,2013,5
TA-01438,S-0066,0,0,Yes,10,6.9078526399,2013,5
TA-01438,S-0066,0,0,Yes,25,5.48343840243,2013,5
TA-01438,S-0066,0,0,Yes,50,5.07725778003,2013,5
TA-01438,S-0066,0,0,Yes,100,4.88807776411,2013,5
TA-01438,S-0066,0,0,Yes,250,4.77679540181,2013,5
TA-01441,S-0066,0,0,Yes,1,27.4950896658,2013,8
TA-01441,S-0066,0,0,Yes,2,15.6351719034,2013,8
TA-01441,S-0066,0,0,Yes,5,8.52144689327,2013,8
TA-01441,S-0066,0,0,Yes,10,6.14835051718,2013,8
TA-01441,S-0066,0,0,Yes,25,4.72393627972,2013,8
TA-01441,S-0066,0,0,Yes,50,4.31775565732,2013,8
TA-01441,S-0066,0,0,Yes,100,4.13135770046,2013,8
TA-01441,S-0066,0,0,Yes,250,4.0172932791,2013,8
TA-01443,S-0066,0,0,Yes,1,27.6175002643,2013,8
TA-01443,S-0066,0,0,Yes,2,15.757582502,2013,8
TA-01443,S-0066,0,0,Yes,5,8.64107543275,2013,8
TA-01443,S-0066,0,0,Yes,10,6.26797905666,2013,8
TA-01443,S-0066,0,0,Yes,25,4.84634687825,2013,8
TA-01443,S-0066,0,0,Yes,50,4.43738419679,2013,8
TA-01443,S-0066,0,0,Yes,100,4.25098623994,2013,8
TA-01443,S-0066,0,0,Yes,250,4.13970387763,2013,8
TA-01444,S-0064,7,0,Yes,4,19.8416451984,2014,5
TA-01444,S-0064,7,0,Yes,8,12.2744445619,2014,5
TA-01444,S-0064,7,0,Yes,12,9.75111699671,2014,5
TA-01444,S-0064,7,0,Yes,16,8.49084424364,2014,5
TA-01449,S-0041,1,30,No,30,2.77093082132,2013,8
TA-01450,S-0072,150,1,Yes,1,1.3826833516,2004,11
TA-01450,S-0072,150,0,Yes,30,3.34403498717,2012,7
TA-01450,S-0072,150,0,Yes,50,2.60957139598,2012,7
TA-01450,S-0072,150,0,Yes,75,2.12271106091,2012,7
TA-01450,S-0072,150,0,Yes,100,1.1072595049,2012,7
TA-01452,S-0072,30,1,Yes,1,7.96503508176,2013,1
TA-01453,S-0026,40,1,No,1,39.7945727592,1995,9
TA-01455,S-0066,6,0,Yes,2,18.6509239218,1997,4
TA-01455,S-0066,6,0,Yes,4,10.6525041314,1997,4
TA-01455,S-0066,6,0,Yes,10,5.85345225708,1997,4
TA-01455,S-0066,6,0,Yes,20,3.9060109168,1997,4
TA-01455,S-0066,6,0,Yes,30,3.48870205817,1997,4
TA-01455,S-0066,6,0,Yes,40,3.28004762885,1997,4
TA-01455,S-0066,6,0,Yes,60,2.95454671912,1997,4
TA-01455,S-0066,6,0,Yes,120,2.80431553001,1997,4
TA-01459,S-0026,135,0,Yes,1,87.161910273,2013,11
TA-01459,S-0026,135,0,Yes,2,44.9970231968,2013,11
TA-01459,S-0026,135,0,Yes,3,30.0907507665,2013,11
TA-01459,S-0026,135,0,Yes,4,23.2774881345,2013,11
TA-01459,S-0026,135,0,Yes,5,19.1878613199,2013,11
TA-01460,S-0062,15,10,Yes,10,18.3810641932,2013,4
TA-01460,S-0062,13,10,Yes,10,18.3810641932,2014,7
TA-01462,S-0014,6,0,Yes,4,13.2843319998,2010,1
TA-01462,S-0014,6,0,Yes,6,9.80675817786,2010,1
TA-01464,S-0041,1,45,No,45,2.47881462028,2013,8
TA-01465,S-0041,1,45,No,45,2.32858343117,2013,8
TA-01467,S-0066,0,0,Yes,1,21.3495212076,2013,7
TA-01467,S-0066,0,0,Yes,2,11.7848021678,2013,7
TA-01467,S-0066,0,0,Yes,5,6.04541433206,2013,7
TA-01467,S-0066,0,0,Yes,10,4.13135770046,2013,7
TA-01467,S-0066,0,0,Yes,25,2.98514936875,2013,7
TA-01467,S-0066,0,0,Yes,50,2.66799463619,2013,7
TA-01467,S-0066,0,0,Yes,100,2.52610962426,2013,7
TA-01467,S-0066,0,0,Yes,250,2.44264785253,2013,7
TA-01468,S-0066,1,0,Yes,1,20.9572508805,2013,11
TA-01468,S-0066,1,0,Yes,2,11.3925318407,2013,11
TA-01468,S-0066,1,0,Yes,5,5.65314400494,2013,11
TA-01468,S-0066,1,0,Yes,10,3.73908737335,2013,11
TA-01468,S-0066,1,0,Yes,25,2.59287904164,2013,11
TA-01468,S-0066,1,0,Yes,50,2.27572430908,2013,11
TA-01468,S-0066,1,0,Yes,100,2.13383929714,2013,11
TA-01468,S-0066,1,0,Yes,250,2.05037752541,2013,11
TA-01469,S-0066,1,0,Yes,1,24.0286440801,2013,11
TA-01469,S-0066,1,0,Yes,2,13.8379617523,2013,11
TA-01469,S-0066,1,0,Yes,5,7.72299594376,2013,11
TA-01469,S-0066,1,0,Yes,10,5.68652871363,2013,11
TA-01469,S-0066,1,0,Yes,25,4.46242272831,2013,11
TA-01469,S-0066,1,0,Yes,50,4.12301152329,2013,11
TA-01469,S-0066,1,0,Yes,100,3.96999827512,2013,11
TA-01469,S-0066,1,0,Yes,250,3.87540826717,2013,11
TA-01470,S-0066,0,0,Yes,1,22.0812027398,2013,8
TA-01470,S-0066,0,0,Yes,2,12.5164836999,2013,8
TA-01470,S-0066,0,0,Yes,5,6.77987792325,2013,8
TA-01470,S-0066,0,0,Yes,10,4.86582129165,2013,8
TA-01470,S-0066,0,0,Yes,25,3.71683090089,2013,8
TA-01470,S-0066,0,0,Yes,50,3.40245822738,2013,8
TA-01470,S-0066,0,0,Yes,100,3.26057321545,2013,8
TA-01470,S-0066,0,0,Yes,250,3.17711144372,2013,8
TA-01471,S-0066,0,0,Yes,1,22.2314339289,2013,8
TA-01471,S-0066,0,0,Yes,2,12.666714889,2013,8
TA-01471,S-0066,0,0,Yes,5,6.93010911236,2013,8
TA-01471,S-0066,0,0,Yes,10,5.01605248076,2013,8
TA-01471,S-0066,0,0,Yes,25,3.86706208999,2013,8
TA-01471,S-0066,0,0,Yes,50,3.55268941649,2013,8
TA-01471,S-0066,0,0,Yes,100,3.41080440456,2013,8
TA-01471,S-0066,0,0,Yes,250,3.32734263283,2013,8
TA-01472,S-0066,0,0,Yes,3,41.5417058473,2002,6
TA-01472,S-0066,0,0,Yes,6,27.1612425789,2002,6
TA-01472,S-0066,0,0,Yes,9,22.3677548227,2002,6
TA-01472,S-0066,0,0,Yes,12,19.9696199151,2002,6
TA-01473,S-0041,10,10,No,10,4.3121915392,2013,5
TA-01475,S-0072,31,1,No,1,3.22162438864,2010,7
TA-01478,S-0066,0,0,Yes,1,27.5256923154,2013,6
TA-01478,S-0066,0,0,Yes,2,15.6657745531,2013,6
TA-01478,S-0066,0,0,Yes,5,8.54926748385,2013,6
TA-01478,S-0066,0,0,Yes,10,6.17895316682,2013,6
TA-01478,S-0066,0,0,Yes,25,4.75453892935,2013,6
TA-01478,S-0066,0,0,Yes,50,4.34835830695,2013,6
TA-01478,S-0066,0,0,Yes,100,4.15917829104,2013,6
TA-01478,S-0066,0,0,Yes,250,4.04789592873,2013,6
TA-01479,S-0066,0,0,Yes,1,28.4855026903,2013,9
TA-01479,S-0066,0,0,Yes,2,16.6255849279,2013,9
TA-01479,S-0066,0,0,Yes,5,9.5090778587,2013,9
TA-01479,S-0066,0,0,Yes,10,7.13598148261,2013,9
TA-01479,S-0066,0,0,Yes,25,5.71434930421,2013,9
TA-01479,S-0066,0,0,Yes,50,5.30538662275,2013,9
TA-01479,S-0066,0,0,Yes,100,5.11898866589,2013,9
TA-01479,S-0066,0,0,Yes,250,5.00770630359,2013,9
TA-01480,S-0066,0,0,Yes,1,28.7915291866,2013,5
TA-01480,S-0066,0,0,Yes,2,16.9316114242,2013,5
TA-01480,S-0066,0,0,Yes,5,9.81510435504,2013,5
TA-01480,S-0066,0,0,Yes,10,7.44200797895,2013,5
TA-01480,S-0066,0,0,Yes,25,6.02037580054,2013,5
TA-01480,S-0066,0,0,Yes,50,5.61141311908,2013,5
TA-01480,S-0066,0,0,Yes,100,5.42501516222,2013,5
TA-01480,S-0066,0,0,Yes,250,5.31373279992,2013,5
TA-01481,S-0066,0,0,Yes,1,21.5553935779,2013,7
TA-01481,S-0066,0,0,Yes,2,11.990674538,2013,7
TA-01481,S-0066,0,0,Yes,5,6.25128670231,2013,7
TA-01481,S-0066,0,0,Yes,10,4.33723007072,2013,7
TA-01481,S-0066,0,0,Yes,25,3.19102173901,2013,7
TA-01481,S-0066,0,0,Yes,50,2.87386700645,2013,7
TA-01481,S-0066,0,0,Yes,100,2.73198199451,2013,7
TA-01481,S-0066,0,0,Yes,250,2.64852022279,2013,7
TA-01484,S-0066,0,0,Yes,1,21.2910979674,2013,7
TA-01484,S-0066,0,0,Yes,2,11.7263789276,2013,7
TA-01484,S-0066,0,0,Yes,5,5.98699109185,2013,7
TA-01484,S-0066,0,0,Yes,10,4.07571651931,2013,7
TA-01484,S-0066,0,0,Yes,25,2.92672612854,2013,7
TA-01484,S-0066,0,0,Yes,50,2.61235345504,2013,7
TA-01484,S-0066,0,0,Yes,100,2.4704684431,2013,7
TA-01484,S-0066,0,0,Yes,250,2.38422461232,2013,7
TA-01488,S-0066,0,0,Yes,1,20.8098017505,2013,7
TA-01488,S-0066,0,0,Yes,2,11.2450827106,2013,7
TA-01488,S-0066,0,0,Yes,5,5.50847693395,2013,7
TA-01488,S-0066,0,0,Yes,10,3.59442030235,2013,7
TA-01488,S-0066,0,0,Yes,25,2.44542991159,2013,7
TA-01488,S-0066,0,0,Yes,50,2.13105723808,2013,7
TA-01488,S-0066,0,0,Yes,100,1.98917222615,2013,7
TA-01488,S-0066,0,0,Yes,250,1.90571045442,2013,7
TA-01490,S-0072,125,1,No,1,5.6948748908,2013,1
TA-01492,S-0041,1,35,No,35,3.43584293607,2013,8
TA-01494,S-0072,0,1,No,1,5.15515543364,1996,1
TA-01495,S-0072,0,1,No,1,4.96597541773,1996,1
TA-01496,S-0072,10,1,No,1,9.93195083545,2009,1
TA-01503,S-0066,0,0,Yes,1,21.3217006171,2013,7
TA-01503,S-0066,0,0,Yes,2,11.7569815772,2013,7
TA-01503,S-0066,0,0,Yes,5,6.01759374148,2013,7
TA-01503,S-0066,0,0,Yes,10,4.10353710989,2013,7
TA-01503,S-0066,0,0,Yes,25,2.95732877818,2013,7
TA-01503,S-0066,0,0,Yes,50,2.64017404561,2013,7
TA-01503,S-0066,0,0,Yes,100,2.49828903368,2013,7
TA-01503,S-0066,0,0,Yes,250,2.41482726195,2013,7
TA-01505,S-0066,0,0,Yes,1,21.7167530032,2013,7
TA-01505,S-0066,0,0,Yes,2,12.1520339634,2013,7
TA-01505,S-0066,0,0,Yes,5,6.41542818671,2013,7
TA-01505,S-0066,0,0,Yes,10,4.50137155512,2013,7
TA-01505,S-0066,0,0,Yes,25,3.35238116435,2013,7
TA-01505,S-0066,0,0,Yes,50,3.03800849084,2013,7
TA-01505,S-0066,0,0,Yes,100,2.89612347891,2013,7
TA-01505,S-0066,0,0,Yes,250,2.81266170718,2013,7
TA-01509,S-0066,0,0,Yes,1,21.658329763,2013,7
TA-01509,S-0066,0,0,Yes,2,12.0936107232,2013,7
TA-01509,S-0066,0,0,Yes,5,6.3570049465,2013,7
TA-01509,S-0066,0,0,Yes,10,4.44294831491,2013,7
TA-01509,S-0066,0,0,Yes,25,3.29395792414,2013,7
TA-01509,S-0066,0,0,Yes,50,2.97958525064,2013,7
TA-01509,S-0066,0,0,Yes,100,2.8377002387,2013,7
TA-01509,S-0066,0,0,Yes,250,2.75423846697,2013,7
TA-01515,S-0066,4,0,Yes,2,32.3942956661,2007,10
TA-01515,S-0066,4,0,Yes,5,14.5612971072,2007,10
TA-01516,S-0066,0,0,Yes,1,21.3995982707,2013,7
TA-01516,S-0066,0,0,Yes,2,11.8348792308,2013,7
TA-01516,S-0066,0,0,Yes,5,6.09549139509,2013,7
TA-01516,S-0066,0,0,Yes,10,4.18421682255,2013,7
TA-01516,S-0066,0,0,Yes,25,3.03522643179,2013,7
TA-01516,S-0066,0,0,Yes,50,2.72085375828,2013,7
TA-01516,S-0066,0,0,Yes,100,2.57896874635,2013,7
TA-01516,S-0066,0,0,Yes,250,2.49272491556,2013,7
TA-01517,S-0066,0,0,Yes,1,21.7084068261,2013,7
TA-01517,S-0066,0,0,Yes,2,12.1436877862,2013,7
TA-01517,S-0066,0,0,Yes,5,6.40429995048,2013,7
TA-01517,S-0066,0,0,Yes,10,4.49302537794,2013,7
TA-01517,S-0066,0,0,Yes,25,3.34403498717,2013,7
TA-01517,S-0066,0,0,Yes,50,3.02688025461,2013,7
TA-01517,S-0066,0,0,Yes,100,2.88777730174,2013,7
TA-01517,S-0066,0,0,Yes,250,2.80153347095,2013,7
TA-01519,S-0066,0,0,Yes,1,21.6165988772,2013,8
TA-01519,S-0066,0,0,Yes,2,12.0518798373,2013,8
TA-01519,S-0066,0,0,Yes,5,6.31249200158,2013,8
TA-01519,S-0066,0,0,Yes,10,4.39843536999,2013,8
TA-01519,S-0066,0,0,Yes,25,3.25222703828,2013,8
TA-01519,S-0066,0,0,Yes,50,2.93507230571,2013,8
TA-01519,S-0066,0,0,Yes,100,2.79318729378,2013,8
TA-01519,S-0066,0,0,Yes,250,2.70972552205,2013,8
TA-01521,S-0041,1,25,No,25,17.838562677,2013,8
TA-01523,S-0041,1,25,No,25,18.5479877367,2013,8
TA-01527,S-0066,0,0,Yes,1,21.4580215109,2013,5
