tube_assembly_id,comp_weight
TA-03126,0.124
TA-03127,0.124
TA-03128,0.124
TA-03129,0.124
TA-03130,0.124
TA-03131,0.124
TA-03132,0.124
TA-03133,0.124
TA-03134,0.124
TA-03135,0.124
TA-03136,0.124
TA-03137,0.124
TA-03138,0.308
TA-03139,0.308
TA-03140,0.042
TA-03141,0.042
TA-03142,0.042
TA-03143,0.042
TA-03144,0.042
TA-03145,0.042
TA-03146,0.042
TA-03147,0.042
TA-03148,0.042
TA-03149,0.084
TA-03150,0.096
TA-03151,0.076
TA-03152,9.315
TA-03153,0.387
TA-03154,0.061
TA-03155,0.061
TA-03156,0.018
TA-03157,0.028
TA-03158,1.729
TA-03159,1.729
TA-03160,2
TA-03161,0.124
TA-03162,0.124
TA-03163,0.187
TA-03164,0.187
TA-03165,0.11
TA-03166,0.11
TA-03167,0.11
TA-03168,0.11
TA-03169,0.124
TA-03170,0.014
TA-03171,0.11
TA-03172,0.11
TA-03173,0
TA-03174,0
TA-03175,0
TA-03176,0.11
TA-03177,0
TA-03178,0
TA-03179,0.192
TA-03180,0
TA-03181,0.076
TA-03182,0.11
TA-03183,0.096
TA-03184,0.192
TA-03185,0.042
TA-03186,0.042
TA-03187,0.076
TA-03188,0.076
TA-03189,0.076
TA-03190,0.076
TA-03191,0.076
TA-03192,0.042
TA-03193,0.042
TA-03194,0.042
TA-03195,0.042
TA-03196,0.061
TA-03197,0.142
TA-03198,1.378
TA-03199,0.048
TA-03200,0.021
TA-03201,0.5
TA-03202,0.034
TA-03203,0.034
TA-03204,0.124
TA-03205,0.46
TA-03206,0.096
TA-03207,0.048
TA-03208,0.048
TA-03209,0.131
TA-03210,0.192
TA-03211,0.2
TA-03212,0.2
TA-03213,2.953
TA-03214,0.028
TA-03215,0.028
TA-03216,0.067
TA-03217,0
TA-03218,0
TA-03219,0.076
TA-03220,0.028
TA-03221,0
TA-03222,0.122
TA-03223,0.122
TA-03224,0.069
TA-03225,0.069
TA-03226,0
TA-03227,0.159
TA-03228,0.609
TA-03229,0.191
TA-03230,0.081
TA-03231,0
TA-03232,0
TA-03233,0.158
TA-03234,0.1
TA-03235,0.076
TA-03236,0.192
TA-03237,0.192
TA-03238,0.076
TA-03239,0.076
TA-03240,1.094
TA-03241,0.076
TA-03242,0
TA-03243,0.21
TA-03244,0.22
TA-03245,0.22
TA-03246,1.462
TA-03247,0.126
TA-03248,0.126
TA-03249,0.124
TA-03250,0.552
TA-03251,0.552
TA-03252,0.212
TA-03253,0.472
TA-03254,0.324
TA-03255,0.45
TA-03256,0.046
TA-03257,0.44
TA-03258,0.093
TA-03259,0.048
TA-03260,0.999
TA-03261,0.324
TA-03262,0.12
TA-03263,0.108
TA-03264,0.235
TA-03265,0.44
TA-03266,0.122
TA-03267,0.122
TA-03268,0.042
TA-03269,0.042
TA-03270,0.042
TA-03271,0.042
TA-03272,0.042
TA-03273,0.042
TA-03274,0.042
TA-03275,0.042
TA-03276,0.11
TA-03277,0.096
TA-03278,0.098
TA-03279,0.126
TA-03280,0.042
TA-03281,0.042
TA-03282,0.042
TA-03283,0.158
TA-03284,0.158
TA-03285,0.098
TA-03286,0.098
TA-03287,0.44
TA-03288,0.096
TA-03289,0.096
TA-03290,0.124
TA-03291,0.28
TA-03292,0.122
TA-03293,0.158
TA-03294,0
TA-03295,0.21
TA-03296,0.096
TA-03297,0.21
TA-03298,0.096
TA-03299,0.096
TA-03300,0.096
TA-03301,0.628
TA-03302,0.472
TA-03303,0.184
TA-03304,0.124
TA-03305,0.324
TA-03306,0.096
TA-03307,0.145
TA-03308,1.172
TA-03309,0.028
TA-03310,0.028
TA-03311,0.028
TA-03312,0.042
TA-03313,0.166
TA-03314,0.324
TA-03315,0.4
TA-03316,0.069
TA-03317,0.096
TA-03318,0.096
TA-03319,0.042
TA-03320,0.042
TA-03321,0.112
TA-03322,0.028
TA-03323,0.21
TA-03324,0.21
TA-03325,0.21
TA-03326,0.21
TA-03327,0.061
TA-03328,0.11
TA-03329,0.272
TA-03330,0
TA-03331,0.018
TA-03332,0.018
TA-03333,0.018
TA-03334,0.018
TA-03335,0.028
TA-03336,0.028
TA-03337,0.298
TA-03338,0.45
TA-03339,0.324
TA-03340,0.096
TA-03341,0.296
TA-03342,0.042
TA-03343,0.018
TA-03344,0.018
TA-03345,0.018
TA-03346,3.141
TA-03347,0.098
TA-03348,0.098
TA-03349,0.122
TA-03350,0.042
TA-03351,0.028
TA-03352,0.098
TA-03353,0.641
TA-03354,0.124
TA-03355,0.096
TA-03356,0.042
TA-03357,1.845
TA-03358,0.324
TA-03359,0.387
TA-03360,0.158
TA-03361,0
TA-03362,0.042
TA-03363,0.028
TA-03364,0.028
TA-03365,0.192
TA-03366,0.028
TA-03367,0.096
TA-03368,0.076
TA-03369,2.022
TA-03370,0.028
TA-03371,0.23
TA-03372,0.071
TA-03373,0
TA-03374,5.451
TA-03375,1.922
TA-03376,0
TA-03377,0.11
TA-03378,0.096
TA-03379,0.122
TA-03380,0.336
TA-03381,0.051
TA-03382,0.051
TA-03383,0.051
TA-03384,0.051
TA-03385,0.042
TA-03386,0.042
TA-03387,3.63
TA-03388,3.63
TA-03389,0.096
TA-03390,0.122
TA-03391,0.21
TA-03392,0.358
TA-03393,0.23
TA-03394,0.23
TA-03395,0.23
TA-03396,0.082
TA-03397,0.042
TA-03398,0.076
TA-03399,0
TA-03400,0.032
TA-03401,0.076
TA-03402,0.21
TA-03403,0.028
TA-03404,0.262
TA-03405,0.124
TA-03406,0.124
TA-03407,0.1
TA-03408,0.061
TA-03409,0.208
TA-03410,0.042
TA-03411,0.042
TA-03412,0.061
TA-03413,1.246
TA-03414,0.124
TA-03415,0.096
TA-03416,0.096
TA-03417,0.124
TA-03418,0.096
TA-03419,0.096
TA-03420,0.042
TA-03421,1.453
TA-03422,0.21
TA-03423,0.104
TA-03424,0.207
TA-03425,0.042
TA-03426,0.158
TA-03427,0.158
TA-03428,0.098
TA-03429,0.098
TA-03430,0.098
TA-03431,0.042
TA-03432,0.042
TA-03433,0.122
TA-03434,0.042
TA-03435,0.042
TA-03436,0.042
TA-03437,0.042
TA-03438,0.042
TA-03439,0.042
TA-03440,0.042
TA-03441,0.042
TA-03442,0.042
TA-03443,0.042
TA-03444,0.042
TA-03445,0.042
TA-03446,0.042
TA-03447,0.042
TA-03448,0.042
TA-03449,0.042
TA-03450,0.042
TA-03451,0.042
TA-03452,0.042
TA-03453,0.042
TA-03454,0.096
TA-03455,0.096
TA-03456,0.042
TA-03457,0.042
TA-03458,0.042
TA-03459,0.042
TA-03460,0.042
TA-03461,0.042
TA-03462,0.21
TA-03463,0.028
TA-03464,0.11
TA-03465,0.11
TA-03466,0.11
TA-03467,0.352
TA-03468,0.069
TA-03469,0.042
TA-03470,7.583
TA-03471,0.096
TA-03472,0.096
TA-03473,0.028
TA-03474,0.028
TA-03475,0.028
TA-03476,0
TA-03477,0.096
TA-03478,0.096
TA-03479,0.11
TA-03480,0.122
TA-03481,0.028
TA-03482,0.028
TA-03483,0.042
TA-03484,0.09
TA-03485,0.278
TA-03486,0.278
TA-03487,0.076
TA-03488,0.076
TA-03489,0.679
TA-03490,0.076
TA-03491,0.042
TA-03492,0.042
TA-03493,0.544
TA-03494,0.051
TA-03495,0.051
TA-03496,0.051
TA-03497,0.042
TA-03498,0.051
TA-03499,0.051
TA-03500,0.042
TA-03501,0.042
TA-03502,0.061
TA-03503,0.08
TA-03504,0.061
TA-03505,0.042
TA-03506,1.327
TA-03507,0.387
TA-03508,0
TA-03509,0.096
TA-03510,0.096
TA-03511,0.096
TA-03512,0.096
TA-03513,0.096
TA-03514,0.018
TA-03515,0.018
TA-03516,0.018
TA-03517,0.813
TA-03518,0
TA-03519,0.244
TA-03520,0.042
TA-03521,0.21
TA-03522,0
TA-03523,0.324
TA-03524,0.1
TA-03525,0.035
TA-03526,0.324
TA-03527,0.11
TA-03528,0.11
TA-03529,0.014
TA-03530,0.042
TA-03531,0
TA-03532,0.096
TA-03533,0.124
TA-03534,0.124
TA-03535,0.048
TA-03536,0.042
TA-03537,1.844
TA-03538,0.041
TA-03539,0.657
TA-03540,0.45
TA-03541,0.032
TA-03542,0.273
TA-03543,0.166
TA-03544,0.042
TA-03545,0.042
TA-03546,0.042
TA-03547,1.062
TA-03548,0.44
TA-03549,0.324
TA-03550,0.124
TA-03551,2.447
TA-03552,0.042
TA-03553,0
TA-03554,0.168
TA-03555,0.082
TA-03556,0.028
TA-03557,0.028
TA-03558,0.028
TA-03559,0.028
TA-03560,0.028
TA-03561,0.028
TA-03562,0.028
TA-03563,0.11
TA-03564,0.11
TA-03565,0.11
TA-03566,0.028
TA-03567,0.028
TA-03568,0
TA-03569,0.903
TA-03570,0.11
TA-03571,0.096
TA-03572,0.076
TA-03573,0.197
TA-03574,0
TA-03575,1.516
TA-03576,0.028
TA-03577,0.028
TA-03578,0.028
TA-03579,0.147
TA-03580,0.112
TA-03581,0.051
TA-03582,0.051
TA-03583,3.67
TA-03584,0.042
TA-03585,0.113
TA-03586,0.113
TA-03587,0.096
TA-03588,0.042
TA-03589,0.069
TA-03590,0.098
TA-03591,0.042
TA-03592,0.042
TA-03593,0.124
TA-03594,0.21
TA-03595,0.21
TA-03596,0.018
TA-03597,0.018
TA-03598,0.131
TA-03599,0.21
TA-03600,0.059
TA-03601,0.1
TA-03602,0.1
TA-03603,0.042
TA-03604,0.965
TA-03605,0
TA-03606,0
TA-03607,0.042
TA-03608,0.076
TA-03609,0.076
TA-03610,1.529
TA-03611,0.096
TA-03612,0.042
TA-03613,0.042
TA-03614,0.096
TA-03615,0.096
TA-03616,0.096
TA-03617,0.387
TA-03618,0.096
TA-03619,0.042
TA-03620,0
TA-03621,0.028
TA-03622,0.122
TA-03623,0.124
TA-03624,0.667
TA-03625,0.051
TA-03626,0.155
TA-03627,0.042
TA-03628,0.076
TA-03629,0.096
TA-03630,0.042
TA-03631,0.1
TA-03632,0.387
TA-03633,0.076
TA-03634,0.1
TA-03635,0.1
TA-03636,0.042
TA-03637,0.042
TA-03638,0.069
TA-03639,0.262
TA-03640,0.262
TA-03641,0.21
TA-03642,5.678
TA-03643,0.014
TA-03644,0.061
TA-03645,0.042
TA-03646,0.042
TA-03647,0.1
TA-03648,0.459
TA-03649,0.042
TA-03650,0.042
TA-03651,0.112
TA-03652,0.042
TA-03653,0.051
TA-03654,0.042
TA-03655,0.051
TA-03656,0.042
TA-03657,0.051
TA-03658,0.159
TA-03659,0.146
TA-03660,0.1
TA-03661,0.098
TA-03662,0.098
TA-03663,0
TA-03664,0.048
TA-03665,7.987
TA-03666,0.042
TA-03667,0.042
TA-03668,0.198
TA-03669,0.048
TA-03670,0.021
TA-03671,0.048
TA-03672,0.042
TA-03673,0.042
TA-03674,0.042
TA-03675,0.122
TA-03676,0.042
TA-03677,0.219
TA-03678,0.042
TA-03679,0.042
TA-03680,0.042
TA-03681,0.042
TA-03682,0.042
TA-03683,0.124
TA-03684,0
TA-03685,0.191
TA-03686,0.324
TA-03687,0.139
TA-03688,0.042
TA-03689,0.028
TA-03690,0.048
TA-03691,0.042
TA-03692,0.051
TA-03693,0.173
TA-03694,0.122
TA-03695,0.042
TA-03696,0.042
TA-03697,0.028
TA-03698,0.076
TA-03699,0.028
TA-03700,0.098
TA-03701,0
TA-03702,0.031
TA-03703,0.324
TA-03704,0.324
TA-03705,0.102
TA-03706,0.096
TA-03707,0.096
TA-03708,0.099
TA-03709,0.096
TA-03710,0.096
TA-03711,0.096
TA-03712,0.098
TA-03713,0.028
TA-03714,1.881
TA-03715,0.1
TA-03716,0
TA-03717,0.732
TA-03718,0.323
TA-03719,0.298
TA-03720,0.21
TA-03721,0.21
TA-03722,0.042
TA-03723,0.048
TA-03724,0.013
TA-03725,0.027
TA-03726,1.318
TA-03727,0.268
TA-03728,0.34
TA-03729,0.098
TA-03730,0.096
TA-03731,0.096
TA-03732,0.096
TA-03733,0.096
TA-03734,0.067
TA-03735,0.224
TA-03736,0.224
TA-03737,0.224
TA-03738,0.224
TA-03739,0.018
TA-03740,0.018
TA-03741,0.018
TA-03742,0.018
TA-03743,0.018
TA-03744,0.018
TA-03745,0.018
TA-03746,0.018
TA-03747,0.018
TA-03748,0.018
TA-03749,0.018
TA-03750,0.018
TA-03751,0.018
TA-03752,0.018
TA-03753,0.018
TA-03754,0.018
TA-03755,0.04
TA-03756,0.04
TA-03757,0.04
TA-03758,0.04
TA-03759,0.04
TA-03760,0.04
TA-03761,0.04
TA-03762,0.04
TA-03763,0.018
TA-03764,0.048
TA-03765,0.042
TA-03766,0.042
TA-03767,0.616
TA-03768,1.176
TA-03769,0.728
TA-03770,0.028
TA-03771,0.028
TA-03772,0.028
TA-03773,0.028
TA-03774,0.028
TA-03775,0.028
TA-03776,0.028
TA-03777,0.2
TA-03778,0.042
TA-03779,0.048
TA-03780,0.048
TA-03781,0.038
TA-03782,0.038
TA-03783,0.038
TA-03784,0.038
TA-03785,0
TA-03786,0.071
TA-03787,0.018
TA-03788,0.118
TA-03789,0.021
TA-03790,0.042
TA-03791,0.042
TA-03792,0.042
TA-03793,0.042
TA-03794,0.112
TA-03795,24.74
TA-03796,0.096
TA-03797,0.096
TA-03798,0
TA-03799,0.028
TA-03800,0.014
TA-03801,0.09
TA-03802,0.274
TA-03803,0.014
TA-03804,0.058
TA-03805,0.11
TA-03806,0.096
TA-03807,0.028
TA-03808,0.028
TA-03809,0.208
TA-03810,0.124
TA-03811,0.124
TA-03812,0.168
TA-03813,0.166
TA-03814,0
TA-03815,0
TA-03816,0.018
TA-03817,0.018
TA-03818,0.096
TA-03819,0.096
TA-03820,0.096
TA-03821,0.042
TA-03822,0.076
TA-03823,0.051
TA-03824,0.06
TA-03825,0.06
TA-03826,0
TA-03827,0.18
TA-03828,7.699
TA-03829,1.361
TA-03830,0.028
TA-03831,0.028
TA-03832,0.028
TA-03833,0.058
TA-03834,1.361
TA-03835,0.298
TA-03836,0
TA-03837,8.907
TA-03838,7.26
TA-03839,0
TA-03840,0
TA-03841,0.096
TA-03842,0.11
TA-03843,0.262
TA-03844,0.124
TA-03845,0
TA-03846,0.096
TA-03847,0.096
TA-03848,0.096
TA-03849,0.126
TA-03850,0.028
TA-03851,0.042
TA-03852,0.945
TA-03853,0.122
TA-03854,0.096
TA-03855,0.098
TA-03856,0.098
TA-03857,0.945
TA-03858,0.098
TA-03859,0.098
TA-03860,0.042
TA-03861,0.042
TA-03862,0.042
TA-03863,0.042
TA-03864,0.324
TA-03865,3.088
TA-03866,0.096
TA-03867,0.096
TA-03868,0.028
TA-03869,0.028
TA-03870,0.34
TA-03871,0
TA-03872,0.55
TA-03873,0.55
TA-03874,0.096
TA-03875,0.168
TA-03876,0
TA-03877,0.21
TA-03878,0.11
TA-03879,0.21
TA-03880,0
TA-03881,0.324
TA-03882,0.324
TA-03883,0.042
TA-03884,0.126
TA-03885,0.126
TA-03886,0.126
TA-03887,0.126
TA-03888,0.126
TA-03889,0.126
TA-03890,0.096
TA-03891,0.096
TA-03892,0.096
TA-03893,0.096
TA-03894,0.067
TA-03895,3.355
TA-03896,0.063
TA-03897,0.096
TA-03898,0.096
TA-03899,0.096
TA-03900,0.096
TA-03901,0.096
TA-03902,0.096
TA-03903,0.096
TA-03904,0.096
TA-03905,0.042
TA-03906,0.042
TA-03907,0.096
TA-03908,0.048
TA-03909,0.046
TA-03910,0.096
TA-03911,0.098
TA-03912,0.166
TA-03913,0.096
TA-03914,0
TA-03915,0.028
TA-03916,
TA-03917,0.45
TA-03918,0.45
TA-03919,0.132
TA-03920,0.1
TA-03921,0.1
TA-03922,0.08
TA-03923,0.08
TA-03924,0.234
TA-03925,0.234
TA-03926,0.234
TA-03927,0.1
TA-03928,0.1
TA-03929,0.353
TA-03930,0.042
TA-03931,0
TA-03932,0
TA-03933,0.033
TA-03934,0.26
TA-03935,0.26
TA-03936,0.26
TA-03937,0.26
TA-03938,0.26
TA-03939,0
TA-03940,0
TA-03941,0.26
TA-03942,0.26
TA-03943,0.086
TA-03944,0.086
TA-03945,0.086
TA-03946,0.038
TA-03947,0.038
TA-03948,0.038
TA-03949,0
TA-03950,0
TA-03951,0
TA-03952,0
TA-03953,0
TA-03954,0.26
TA-03955,0
TA-03956,2.632
TA-03957,0.112
TA-03958,0.353
TA-03959,0.353
TA-03960,0.416
TA-03961,0.192
TA-03962,0.55
TA-03963,0.29
TA-03964,0.308
TA-03965,0.042
TA-03966,0.042
TA-03967,0
TA-03968,0
TA-03969,0.11
TA-03970,0.11
TA-03971,0
TA-03972,0
TA-03973,0.11
TA-03974,0.11
TA-03975,0.11
TA-03976,0.11
TA-03977,0.11
TA-03978,0.042
TA-03979,0.11
TA-03980,0.21
TA-03981,0.361
TA-03982,0.34
TA-03983,0.55
TA-03984,0.11
TA-03985,0.11
TA-03986,0
TA-03987,0.11
TA-03988,0.11
TA-03989,0.192
TA-03990,0
TA-03991,0.042
TA-03992,0.042
TA-03993,0.042
TA-03994,0.042
TA-03995,0.028
TA-03996,1.725
TA-03997,0.028
TA-03998,0.018
TA-03999,0.018
TA-04000,0.076
TA-04001,1.445
TA-04002,1.166
TA-04003,1.01
TA-04004,1.01
TA-04005,0.014
TA-04006,0.096
TA-04007,0.096
TA-04008,0.096
TA-04009,0.21
TA-04010,0.44
TA-04011,0.44
TA-04012,0.112
TA-04013,0.112
TA-04014,0.1
TA-04015,0.1
TA-04016,0.076
TA-04017,0.096
TA-04018,0.096
TA-04019,0.042
TA-04020,0.375
TA-04021,0.042
TA-04022,0.538
TA-04023,0.131
TA-04024,0.382
TA-04025,0.042
TA-04026,0.112
TA-04027,0.112
TA-04028,0.112
TA-04029,0.112
TA-04030,0.2
TA-04031,0.2
TA-04032,0.382
TA-04033,0.46
TA-04034,0.042
TA-04035,0.11
TA-04036,0.11
TA-04037,0.11
TA-04038,0.11
TA-04039,0.146
TA-04040,0.233
TA-04041,0.098
TA-04042,0.413
TA-04043,0.061
TA-04044,0.042
TA-04045,0.042
TA-04046,0.34
TA-04047,0.55
TA-04048,0.01
TA-04049,0.098
TA-04050,0.042
TA-04051,0
TA-04052,0
TA-04053,0
TA-04054,0.11
TA-04055,0.11
TA-04056,0.11
TA-04057,0.048
TA-04058,0.298
TA-04059,0
TA-04060,0
TA-04061,0
TA-04062,0.048
TA-04063,0.048
TA-04064,0.009
TA-04065,0.162
TA-04066,0.192
TA-04067,0.192
TA-04068,0.192
TA-04069,0.192
TA-04070,0.11
TA-04071,0.076
TA-04072,19.2
TA-04073,0.08
TA-04074,0.08
TA-04075,0.1
TA-04076,0.1
TA-04077,0.1
TA-04078,0.1
TA-04079,0.174
TA-04080,0.087
TA-04081,0.09
TA-04082,0.09
TA-04083,0.077
TA-04084,0.077
TA-04085,0.087
TA-04086,0.087
TA-04087,0.09
TA-04088,0.09
TA-04089,0.077
TA-04090,0.077
TA-04091,0.2
TA-04092,0.11
TA-04093,0.262
TA-04094,0.259
TA-04095,0.21
TA-04096,0.117
TA-04097,0.11
TA-04098,0.048
TA-04099,0.324
TA-04100,0.324
TA-04101,0.042
TA-04102,3.38
TA-04103,0.076
TA-04104,0.076
TA-04105,0.337
TA-04106,0.582
TA-04107,0
TA-04108,0.1
TA-04109,0.098
TA-04110,0.08
TA-04111,0.08
TA-04112,0.096
TA-04113,0.096
TA-04114,0
TA-04115,0.21
TA-04116,0.096
TA-04117,0.096
TA-04118,0.042
TA-04119,0.042
TA-04120,0.54
TA-04121,1.604
TA-04122,0.018
TA-04123,0.018
TA-04124,0.042
TA-04125,0.042
TA-04126,0.042
TA-04127,0.042
TA-04128,0.018
TA-04129,0.018
TA-04130,0.018
TA-04131,0.018
TA-04132,0.21
TA-04133,0.061
TA-04134,0.018
TA-04135,0.018
TA-04136,0.018
TA-04137,0.018
TA-04138,0.018
TA-04139,0.018
TA-04140,0.018
TA-04141,0.018
TA-04142,0.018
TA-04143,0.018
TA-04144,0.018
TA-04145,0.042
TA-04146,0.018
TA-04147,0.018
TA-04148,0.018
TA-04149,0.018
TA-04150,0.018
TA-04151,0.018
TA-04152,0.018
TA-04153,0.018
TA-04154,0.048
TA-04155,0.018
TA-04156,0.018
TA-04157,0.042
TA-04158,0.042
TA-04159,0.042
TA-04160,0.042
TA-04161,0.042
TA-04162,0.042
TA-04163,0.042
TA-04164,0.096
TA-04165,0.042
TA-04166,0.018
TA-04167,0.018
TA-04168,0.06
TA-04169,0.06
TA-04170,0.042
TA-04171,0.042
TA-04172,0.062
TA-04173,0.062
TA-04174,0.324
TA-04175,0.042
TA-04176,0
TA-04177,0.21
TA-04178,1.76
TA-04179,0.028
TA-04180,0.324
TA-04181,0.324
TA-04182,0.324
TA-04183,0.382
TA-04184,0
TA-04185,0
TA-04186,0
TA-04187,0
TA-04188,0
TA-04189,0.273
TA-04190,0.122
TA-04191,0.042
TA-04192,0.042
TA-04193,0.262
TA-04194,0
TA-04195,0.358
TA-04196,0.358
TA-04197,0.024
TA-04198,0.162
TA-04199,0.162
TA-04200,0.358
TA-04201,0.358
TA-04202,0
TA-04203,0.078
TA-04204,0.096
TA-04205,0.098
TA-04206,0.096
TA-04207,0.387
TA-04208,0.042
TA-04209,0.18
TA-04210,0.34
TA-04211,0.042
TA-04212,0
TA-04213,0
TA-04214,0.028
TA-04215,0.513
TA-04216,0.124
TA-04217,0.183
TA-04218,0.124
TA-04219,0.124
TA-04220,0.124
TA-04221,0.042
TA-04222,0.332
TA-04223,0.134
TA-04224,0.042
TA-04225,0.124
TA-04226,0.124
TA-04227,0.112
TA-04228,0.166
TA-04229,0.021
TA-04230,0.048
TA-04231,0.048
TA-04232,0.076
TA-04233,0.024
TA-04234,0.048
TA-04235,0.323
TA-04236,0.323
TA-04237,0.323
TA-04238,0.324
TA-04239,0.324
TA-04240,0
TA-04241,0.1
TA-04242,0.45
TA-04243,0.45
TA-04244,0.08
TA-04245,0.124
TA-04246,0.124
TA-04247,0.124
TA-04248,1.095
TA-04249,0.387
TA-04250,0
TA-04251,0.098
TA-04252,0.21
TA-04253,0.042
TA-04254,0.042
TA-04255,0.042
TA-04256,0.125
TA-04257,2.021
TA-04258,2.021
TA-04259,0.06
TA-04260,0.162
TA-04261,0.218
TA-04262,0.21
TA-04263,0.21
TA-04264,0.524
TA-04265,0.042
TA-04266,0.028
TA-04267,0.042
TA-04268,1.362
TA-04269,0.048
TA-04270,0.076
TA-04271,0.076
TA-04272,0.076
TA-04273,0.076
TA-04274,0.076
TA-04275,0.076
TA-04276,0.042
TA-04277,0.042
TA-04278,0.076
TA-04279,0.076
TA-04280,0.076
TA-04281,0.076
TA-04282,0.082
TA-04283,0.911
TA-04284,0.911
TA-04285,0.014
TA-04286,0.368
TA-04287,12.582
TA-04288,0.324
TA-04289,0.324
TA-04290,0.042
TA-04291,0.042
TA-04292,0.042
TA-04293,0.042
TA-04294,0.55
TA-04295,0.192
TA-04296,0.416
TA-04297,0.192
TA-04298,0.416
TA-04299,0.55
TA-04300,0.092
TA-04301,0.305
TA-04302,0.305
TA-04303,0.305
TA-04304,0.042
TA-04305,3.355
TA-04306,
TA-04307,4.5
TA-04308,3.862
TA-04309,4.735
TA-04310,4.675
TA-04311,4.92
TA-04312,0.098
TA-04313,0.038
TA-04314,0
TA-04315,0
TA-04316,0
TA-04317,0
TA-04318,0
TA-04319,0
TA-04320,0.069
TA-04321,0.069
TA-04322,0.776
TA-04323,0.155
TA-04324,0
TA-04325,0
TA-04326,0
TA-04327,0.229
TA-04328,0.229
TA-04329,0.885
TA-04330,0.282
TA-04331,0.244
TA-04332,0
TA-04333,0.11
TA-04334,0
TA-04335,0.11
TA-04336,0.11
TA-04337,0.061
TA-04338,0.061
TA-04339,2.723
TA-04340,3.7
TA-04341,3.82
TA-04342,0.124
TA-04343,0.066
TA-04344,0.074
TA-04345,0.074
TA-04346,0.074
TA-04347,0.067
TA-04348,0.388
TA-04349,0.388
TA-04350,0
TA-04351,0
TA-04352,0
TA-04353,0
TA-04354,0
TA-04355,0.048
TA-04356,0.096
TA-04357,0.042
TA-04358,0.364
TA-04359,0.332
TA-04360,0.305
TA-04361,0.305
TA-04362,0.364
TA-04363,0.364
TA-04364,0.298
TA-04365,0.21
TA-04366,0.21
TA-04367,0.21
TA-04368,0.21
TA-04369,0.076
TA-04370,0.358
TA-04371,0.23
TA-04372,0.23
TA-04373,0.014
TA-04374,0.162
TA-04375,0.061
TA-04376,0.631
TA-04377,0.042
TA-04378,0.058
TA-04379,0.37
TA-04380,0.096
TA-04381,0.067
TA-04382,0.042
TA-04383,0
TA-04384,0
TA-04385,0.042
TA-04386,0.048
TA-04387,2.183
TA-04388,0.324
TA-04389,0.098
TA-04390,0.142
TA-04391,0.142
TA-04392,0.048
TA-04393,0.048
TA-04394,1.513
TA-04395,2.46
TA-04396,0.078
TA-04397,0.166
TA-04398,0.112
TA-04399,0.042
TA-04400,0.096
TA-04401,0.124
TA-04402,0.112
TA-04403,0.13
TA-04404,0.13
TA-04405,0.024
TA-04406,0.024
TA-04407,0.71
TA-04408,2.626
TA-04409,0.048
TA-04410,0.048
TA-04411,1.76
TA-04412,0.122
TA-04413,0.122
TA-04414,0.122
TA-04415,0.21
TA-04416,0.048
TA-04417,1.016
TA-04418,1.016
TA-04419,0.302
TA-04420,0.252
TA-04421,0.09
TA-04422,0.324
TA-04423,0
TA-04424,0.623
TA-04425,0.851
TA-04426,4.36
TA-04427,0.09
TA-04428,2.127
TA-04429,1.649
TA-04430,2.082
TA-04431,1.65
TA-04432,0.112
TA-04433,0.042
TA-04434,0.64
TA-04435,0.014
TA-04436,0.042
TA-04437,0.158
TA-04438,0.158
TA-04439,0.061
TA-04440,0
TA-04441,0.051
TA-04442,0.051
TA-04443,0.06
TA-04444,0.06
TA-04445,0.143
TA-04446,0.11
TA-04447,0.11
TA-04448,0.7
TA-04449,0.7
TA-04450,0.018
TA-04451,0.018
TA-04452,0.018
TA-04453,0.018
TA-04454,0.851
TA-04455,0.851
TA-04456,0.325
TA-04457,0.234
TA-04458,0.524
TA-04459,0.234
TA-04460,0.524
TA-04461,0.234
TA-04462,0.234
TA-04463,0.1
TA-04464,0.1
TA-04465,0.08
TA-04466,0.08
TA-04467,0.234
TA-04468,0.234
TA-04469,0.234
TA-04470,0.234
TA-04471,0.074
TA-04472,0.074
TA-04473,0.132
TA-04474,0.074
TA-04475,0.1
TA-04476,0.05
TA-04477,0.05
TA-04478,0.05
TA-04479,0.122
TA-04480,0.08
TA-04481,0.096
TA-04482,0
TA-04483,0.021
TA-04484,0.079
TA-04485,0.262
TA-04486,0.11
TA-04487,0
TA-04488,0
TA-04489,0.018
TA-04490,1.327
TA-04491,0.014
TA-04492,5.451
TA-04493,0.118
TA-04494,
TA-04495,
TA-04496,0.122
TA-04497,0.028
TA-04498,0.192
TA-04499,0
TA-04500,0.098
TA-04501,0.1
TA-04502,0.098
TA-04503,1.094
TA-04504,0.118
TA-04505,0.27
TA-04506,0.27
TA-04507,0.324
TA-04508,0.324
TA-04509,0.262
TA-04510,0.061
TA-04511,0.21
TA-04512,0.096
TA-04513,0.096
TA-04514,0
TA-04515,0.014
TA-04516,0.076
TA-04517,1.502
TA-04518,1.566
TA-04519,1.502
TA-04520,0.108
TA-04521,0.108
TA-04522,0
TA-04523,0.28
TA-04524,0.903
TA-04525,0
TA-04526,0.096
TA-04527,0.076
TA-04528,0.028
TA-04529,0.028
TA-04530,0.028
TA-04531,0.028
TA-04532,0.028
TA-04533,0.028
TA-04534,0.028
TA-04535,0.028
TA-04536,0.028
TA-04537,0.028
TA-04538,0.028
TA-04539,0.282
TA-04540,0.282
TA-04541,0.014
TA-04542,0.533
TA-04543,0.252
TA-04544,0.11
TA-04545,0.048
TA-04546,0.079
