,tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
1146,TA-01147,SP-0039,6.35,0.71,31.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1147,TA-01148,SP-0029,9.52,0.89,35.0,3,19.05,N,N,N,N,EF-003,NONE,0,0,0
1148,TA-01149,SP-0029,31.75,3.4,58.0,3,48.0,N,Y,Y,Y,EF-003,EF-003,0,0,0
1149,TA-01150,SP-0029,31.75,1.65,162.0,3,50.8,N,N,N,N,EF-003,EF-010,0,0,0
1150,TA-01151,SP-0028,34.92,1.65,100.0,5,63.5,N,N,N,N,EF-009,EF-009,0,0,0
1151,TA-01152,SP-0029,19.05,3.05,68.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
1152,TA-01153,SP-0019,3.18,0.71,28.0,2,12.7,N,N,N,N,NONE,NONE,0,0,0
1153,TA-01154,SP-0019,3.18,0.71,185.0,10,12.7,N,N,N,N,NONE,NONE,0,0,0
1154,TA-01155,SP-0029,31.75,3.4,105.0,7,48.0,Y,Y,N,Y,EF-002,EF-002,0,0,0
1155,TA-01156,SP-0029,101.6,1.65,39.0,1,203.2,Y,Y,N,Y,EF-017,EF-017,0,0,0
1156,TA-01157,SP-0029,12.7,1.65,183.0,11,38.1,N,N,N,N,EF-023,NONE,0,0,0
1157,TA-01158,SP-0028,63.5,1.65,199.0,5,127.0,N,Y,N,Y,EF-009,NONE,0,0,0
1158,TA-01159,SP-0028,63.5,1.65,94.0,3,101.6,N,N,N,N,EF-009,EF-017,0,0,0
1159,TA-01160,SP-0028,63.5,1.65,135.0,4,101.6,N,N,N,N,EF-017,EF-017,0,0,0
1160,TA-01161,SP-0028,63.5,1.65,203.0,6,101.6,N,Y,N,N,EF-009,NONE,0,0,0
1161,TA-01162,SP-0035,6.35,0.89,87.0,7,12.7,N,N,N,N,EF-018,EF-018,0,0,0
1162,TA-01163,SP-0028,34.92,1.65,20.0,1,50.8,Y,Y,N,N,EF-003,EF-017,0,0,0
1163,TA-01164,SP-0028,34.92,1.65,32.0,2,34.92,N,N,N,Y,EF-003,NONE,0,0,0
1164,TA-01165,SP-0035,9.52,1.65,22.0,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1165,TA-01166,SP-0029,31.75,3.4,13.0,1,48.0,Y,Y,N,Y,EF-003,EF-003,0,0,0
1166,TA-01167,SP-0035,19.05,1.65,10.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
1167,TA-01168,SP-0035,6.35,0.89,26.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1168,TA-01169,SP-0029,19.05,3.05,47.0,2,50.8,N,N,N,N,NONE,EF-003,0,0,0
1169,TA-01170,SP-0028,12.7,0.89,63.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1170,TA-01171,SP-0029,19.05,1.24,142.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1171,TA-01172,SP-0029,9.52,0.89,1.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1172,TA-01173,SP-0039,9.52,0.71,212.0,7,31.75,N,N,N,N,EF-008,EF-008,0,0,0
1173,TA-01174,SP-0039,12.7,0.89,105.0,3,38.1,N,N,N,N,EF-008,EF-008,0,0,0
1174,TA-01175,SP-0039,12.7,0.89,178.0,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
1175,TA-01176,SP-0039,12.7,0.89,189.0,3,38.1,N,N,N,N,EF-008,EF-008,0,0,0
1176,TA-01177,SP-0029,9.52,1.65,21.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1177,TA-01178,SP-0029,9.52,1.24,114.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1178,TA-01179,SP-0039,6.35,0.71,265.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1179,TA-01180,SP-0039,6.35,0.71,252.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1180,TA-01181,SP-0039,6.35,0.71,235.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1181,TA-01182,SP-0039,6.35,0.71,260.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1182,TA-01183,SP-0039,6.35,0.71,251.0,0,0.0,N,N,N,N,EF-008,EF-008,0,0,0
1183,TA-01184,SP-0039,6.35,0.71,203.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1184,TA-01185,SP-0039,6.35,0.71,279.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1185,TA-01186,SP-0039,6.35,0.71,243.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1186,TA-01187,SP-0029,12.7,1.65,48.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1187,TA-01188,SP-0029,12.7,1.65,48.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1188,TA-01189,SP-0029,12.7,1.65,28.0,2,38.1,Y,Y,N,N,EF-003,EF-003,0,0,0
1189,TA-01190,SP-0029,12.7,1.65,28.0,2,38.1,Y,Y,N,N,EF-003,EF-003,0,0,0
1190,TA-01191,SP-0039,9.52,0.71,214.0,5,31.75,N,N,N,N,EF-008,EF-008,0,0,0
1191,TA-01192,SP-0028,6.35,0.89,45.0,4,12.7,N,N,N,N,EF-003,EF-003,0,0,0
1192,TA-01193,SP-0028,12.7,0.89,82.0,4,38.1,N,N,N,N,NONE,NONE,0,1,1
1193,TA-01194,SP-0029,31.75,1.65,116.0,4,50.8,N,Y,N,N,EF-003,EF-009,0,0,0
1194,TA-01195,SP-0035,9.52,1.65,71.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1195,TA-01196,SP-0029,31.75,1.65,154.0,5,50.8,N,Y,N,N,EF-003,EF-009,0,0,0
1196,TA-01197,SP-0028,12.7,0.89,43.0,3,25.4,N,N,N,N,EF-018,EF-018,0,0,0
1197,TA-01198,SP-0028,12.7,0.89,40.0,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
1198,TA-01199,SP-0035,19.05,1.24,184.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1199,TA-01200,SP-0029,12.7,1.24,179.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1200,TA-01201,SP-0035,19.05,1.24,112.0,1,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1201,TA-01202,SP-0035,19.05,1.24,38.0,1,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
1202,TA-01203,SP-0035,19.05,1.24,41.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1203,TA-01204,SP-0029,44.45,1.65,30.0,2,76.2,Y,Y,N,Y,EF-012,EF-017,0,0,0
1204,TA-01205,SP-0039,6.35,0.71,88.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1205,TA-01206,SP-0029,12.7,1.24,45.0,3,19.0,N,N,N,N,EF-003,EF-003,0,0,0
1206,TA-01207,SP-0029,12.7,1.24,44.0,3,19.0,N,N,N,N,EF-003,EF-003,0,0,0
1207,TA-01208,SP-0035,6.35,0.89,116.0,5,19.05,N,N,N,N,EF-017,EF-018,0,0,0
1208,TA-01209,SP-0035,9.52,1.24,98.0,5,31.75,N,N,N,N,EF-017,EF-018,0,0,0
1209,TA-01210,SP-0035,19.05,1.65,28.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1210,TA-01211,SP-0035,9.52,1.65,62.0,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1211,TA-01212,SP-0035,9.52,1.65,31.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1212,TA-01213,SP-0035,12.7,1.24,109.0,6,38.1,N,N,N,N,EF-018,EF-018,0,0,0
1213,TA-01214,SP-0035,15.88,1.24,101.0,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
1214,TA-01215,SP-0035,12.7,1.65,102.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1215,TA-01216,SP-0029,57.15,3.05,122.0,2,152.4,N,N,N,N,EF-012,EF-012,0,0,0
1216,TA-01217,SP-0035,6.35,0.89,105.0,7,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1217,TA-01218,SP-0035,6.35,0.89,94.0,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1218,TA-01219,SP-0035,6.35,0.89,8.0,0,0.0,N,N,N,N,EF-003,NONE,0,0,0
1219,TA-01220,SP-0029,15.88,1.65,113.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1220,TA-01221,SP-0029,15.88,1.65,114.0,5,90.0,N,N,N,N,EF-003,EF-003,0,0,0
1221,TA-01222,SP-0029,15.88,1.65,90.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1222,TA-01223,SP-0029,15.88,1.65,87.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1223,TA-01224,SP-0029,9.52,1.24,76.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1224,TA-01225,SP-0029,25.4,3.05,105.0,3,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
1225,TA-01226,SP-0028,12.7,1.65,27.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1226,TA-01227,SP-0028,12.7,1.65,83.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1227,TA-01228,SP-0035,6.35,0.89,57.0,0,0.0,N,N,N,N,EF-018,EF-018,0,0,0
1228,TA-01229,SP-0046,66.7,7.9,430.0,5,177.8,N,N,N,N,EF-003,EF-003,0,0,0
1229,TA-01230,SP-0029,9.52,0.89,151.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1230,TA-01231,SP-0035,15.88,1.65,65.0,4,50.8,N,N,N,Y,EF-018,EF-003,0,0,0
1231,TA-01232,SP-0035,25.4,1.65,18.0,1,50.8,N,N,N,N,EF-003,EF-009,0,0,0
1232,TA-01233,SP-0029,12.7,1.24,150.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1233,TA-01234,SP-0029,12.7,1.24,123.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1234,TA-01235,SP-0029,12.7,1.24,141.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1235,TA-01236,SP-0029,12.7,1.24,121.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1236,TA-01237,SP-0039,6.35,0.71,138.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1237,TA-01238,SP-0028,63.5,1.65,159.0,2,127.0,N,N,N,Y,NONE,EF-009,0,0,0
1238,TA-01239,SP-0028,63.5,1.65,117.0,1,127.0,N,N,N,N,NONE,EF-009,0,0,0
1239,TA-01240,SP-0028,63.5,1.65,117.0,1,127.0,N,N,N,N,NONE,EF-009,0,0,0
1240,TA-01241,SP-0028,63.5,1.65,169.0,2,127.0,N,N,N,Y,NONE,EF-009,0,0,0
1241,TA-01242,SP-0029,25.4,2.41,78.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1242,TA-01243,SP-0029,31.75,1.65,27.0,1,76.2,N,Y,N,N,EF-003,EF-017,0,0,0
1243,TA-01244,SP-0029,25.4,1.65,67.0,3,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
1244,TA-01245,SP-0028,38.1,1.65,35.0,2,63.5,N,Y,N,N,NONE,EF-017,0,0,0
1245,TA-01246,SP-0029,9.52,1.24,75.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1246,TA-01247,SP-0035,9.52,1.24,40.0,1,31.75,N,N,N,N,EF-018,EF-018,0,0,0
1247,TA-01248,SP-0035,9.52,1.24,24.0,1,31.75,N,N,N,N,EF-018,EF-018,0,0,0
1248,TA-01249,SP-0035,6.35,0.89,100.0,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1249,TA-01250,SP-0035,6.35,0.89,72.0,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1250,TA-01251,SP-0035,6.35,0.89,169.0,12,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1251,TA-01252,SP-0035,6.35,0.89,141.0,11,12.7,N,N,N,N,EF-018,EF-018,0,0,0
1252,TA-01253,SP-0029,19.05,3.05,255.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1253,TA-01254,SP-0029,12.7,0.89,109.0,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
1254,TA-01255,SP-0035,63.5,1.65,232.0,5,127.0,N,N,N,N,EF-009,EF-009,0,0,0
1255,TA-01256,SP-0028,63.5,1.65,35.0,1,127.0,Y,Y,N,Y,EF-017,EF-017,0,0,0
1256,TA-01257,SP-0028,15.88,1.24,101.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1257,TA-01258,SP-0028,25.4,1.65,43.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0
1258,TA-01259,SP-0029,12.7,1.24,33.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
1259,TA-01260,SP-0019,6.35,0.71,136.0,9,19.05,N,N,N,N,NONE,EF-008,0,0,0
1260,TA-01261,SP-0037,6.35,1.65,97.0,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1261,TA-01262,SP-0037,6.35,1.65,97.0,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1262,TA-01263,SP-0037,6.35,1.65,98.0,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1263,TA-01264,SP-0037,6.35,1.65,98.0,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1264,TA-01265,SP-0019,6.35,0.71,209.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1265,TA-01266,SP-0019,6.35,0.71,210.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1266,TA-01267,SP-0019,6.35,0.71,89.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1267,TA-01268,SP-0019,6.35,0.71,105.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1268,TA-01269,SP-0019,6.35,0.71,130.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1269,TA-01270,SP-0028,25.4,1.65,92.0,4,38.1,Y,Y,N,N,EF-003,EF-003,0,0,0
1270,TA-01271,SP-0029,9.52,1.24,32.0,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1271,TA-01272,SP-0029,12.7,0.89,64.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
1272,TA-01273,SP-0019,6.35,0.71,72.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1273,TA-01274,SP-0029,9.52,1.24,83.0,6,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1274,TA-01275,SP-0028,6.35,0.89,20.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1275,TA-01276,SP-0028,6.35,0.89,92.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1276,TA-01277,SP-0028,6.35,0.89,5.0,0,0.0,N,N,N,N,EF-003,EF-017,0,0,0
1277,TA-01278,SP-0019,6.35,0.71,71.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1278,TA-01279,SP-0029,19.05,1.65,171.0,3,50.8,N,N,N,N,EF-018,EF-018,0,0,0
1279,TA-01280,SP-0028,6.35,0.89,91.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1280,TA-01281,SP-0029,152.4,1.65,122.0,1,152.4,N,N,N,Y,EF-017,EF-017,1,0,0
1281,TA-01282,SP-0029,152.4,1.65,122.0,1,152.4,N,N,N,Y,EF-017,EF-017,1,0,0
1282,TA-01283,SP-0019,6.35,0.71,103.0,4,19.05,Y,Y,Y,Y,EF-008,EF-008,0,0,0
1283,TA-01284,SP-0019,6.35,0.71,185.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1284,TA-01285,SP-0019,6.35,0.71,143.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1285,TA-01286,SP-0019,6.35,0.71,174.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1286,TA-01287,SP-0019,6.35,0.71,99.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1287,TA-01288,SP-0019,6.35,0.71,119.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1288,TA-01289,SP-0028,34.92,1.65,82.0,2,63.5,N,N,N,N,EF-003,EF-009,0,0,0
1289,TA-01290,SP-0028,34.92,1.65,86.0,2,63.5,N,N,N,N,EF-003,EF-009,0,0,0
1290,TA-01291,SP-0029,152.4,1.65,35.0,0,0.0,N,N,N,N,EF-017,EF-017,0,0,2
1291,TA-01292,SP-0035,12.7,0.89,218.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1292,TA-01293,SP-0029,15.88,1.65,83.0,2,50.8,N,N,N,N,EF-018,EF-003,0,0,0
1293,TA-01294,SP-0029,15.88,1.65,59.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1294,TA-01295,SP-0029,9.52,0.89,198.0,8,31.75,N,N,N,N,EF-017,EF-003,0,0,0
1295,TA-01296,SP-0029,15.88,1.65,68.0,2,50.8,N,N,N,N,EF-018,EF-003,0,0,0
1296,TA-01297,SP-0029,12.7,1.65,187.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1297,TA-01298,SP-0029,25.4,2.41,63.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
1298,TA-01299,SP-0029,25.4,2.41,74.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
1299,TA-01300,SP-0029,31.75,3.05,128.0,4,76.2,N,N,N,N,EF-003,EF-003,0,0,0
1300,TA-01301,SP-0029,25.4,2.41,130.0,5,63.5,N,N,N,N,EF-003,EF-003,0,0,0
1301,TA-01302,SP-0029,19.05,2.11,99.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1302,TA-01303,SP-0029,19.05,2.11,99.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1303,TA-01304,SP-0029,19.05,2.11,86.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1304,TA-01305,SP-0029,12.7,1.65,122.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
1305,TA-01306,SP-0029,9.52,1.24,68.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1306,TA-01307,SP-0039,7.94,0.71,117.0,4,25.4,N,N,N,N,EF-008,EF-008,0,0,0
1307,TA-01308,SP-0028,12.7,0.89,76.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1308,TA-01309,SP-0029,25.4,3.05,42.0,2,63.5,N,N,N,N,EF-003,EF-012,0,0,0
1309,TA-01310,SP-0029,25.4,1.65,46.0,3,63.5,N,N,N,N,EF-003,EF-017,0,0,0
1310,TA-01311,SP-0029,25.4,1.65,82.0,4,63.5,N,N,N,N,EF-012,EF-017,0,0,0
1311,TA-01312,SP-0029,25.4,1.65,112.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
1312,TA-01313,SP-0029,25.4,1.65,66.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
1313,TA-01314,SP-0035,6.35,0.89,37.0,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
1314,TA-01315,SP-0029,25.4,1.65,208.0,6,76.2,N,N,N,N,NONE,NONE,0,0,0
1315,TA-01316,SP-0029,12.7,1.65,51.0,3,38.1,N,N,N,N,EF-023,NONE,0,0,1
1316,TA-01317,SP-0029,76.2,2.11,112.0,3,76.2,N,N,N,N,EF-023,EF-023,2,0,0
1317,TA-01318,SP-0029,76.2,2.11,137.0,2,152.4,N,N,N,N,EF-023,EF-023,2,0,0
1318,TA-01319,SP-0029,76.2,2.11,115.0,2,76.2,N,N,N,N,EF-023,EF-023,2,0,0
1319,TA-01320,SP-0029,19.05,1.24,28.0,1,38.1,N,N,N,N,EF-018,EF-018,0,0,0
1320,TA-01321,SP-0029,19.05,1.24,98.0,3,38.1,N,N,N,N,EF-018,EF-018,0,0,0
1321,TA-01322,SP-0029,19.05,1.24,115.0,1,38.1,N,N,N,N,EF-018,EF-018,0,0,0
1322,TA-01323,SP-0029,19.05,1.24,20.0,1,38.1,N,N,N,N,EF-018,EF-018,0,0,0
1323,TA-01324,SP-0029,12.7,1.24,33.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
1324,TA-01325,SP-0019,6.35,0.71,26.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1325,TA-01326,SP-0019,6.35,0.71,38.0,4,19.05,N,N,N,N,NONE,EF-008,0,0,0
1326,TA-01327,SP-0019,6.35,0.71,139.0,10,19.05,N,N,N,N,NONE,EF-008,0,0,0
1327,TA-01328,SP-0028,63.5,1.65,27.0,1,101.6,Y,Y,Y,Y,EF-017,EF-017,1,0,0
1328,TA-01329,SP-0028,25.4,1.65,74.0,3,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
1329,TA-01330,SP-0019,3.18,0.71,113.0,6,12.7,N,N,N,N,NONE,NONE,0,0,0
1330,TA-01331,SP-0019,3.18,0.71,29.0,2,12.7,N,N,N,N,NONE,NONE,0,0,0
1331,TA-01332,SP-0019,3.18,0.71,169.0,7,12.7,N,N,N,N,NONE,NONE,0,0,0
1332,TA-01333,SP-0029,101.6,1.65,10.0,0,0.0,Y,Y,Y,Y,EF-023,EF-017,0,0,0
1333,TA-01334,SP-0019,6.35,0.71,40.0,3,19.05,N,N,N,N,EF-008,NONE,0,0,0
1334,TA-01335,SP-0019,6.35,0.71,114.0,5,19.05,N,N,N,N,EF-008,NONE,0,0,0
1335,TA-01336,SP-0019,6.35,0.71,95.0,6,19.05,N,N,N,N,EF-008,NONE,0,0,0
1336,TA-01337,SP-0028,12.7,1.65,84.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1337,TA-01338,SP-0029,15.88,1.65,118.0,8,31.75,N,N,N,N,EF-003,EF-003,0,0,0
1338,TA-01339,SP-0019,3.18,0.71,92.0,4,12.7,N,N,N,N,NONE,NONE,0,0,0
1339,TA-01340,SP-0029,82.55,1.65,112.0,2,152.4,Y,Y,N,N,EF-003,EF-017,0,0,0
1340,TA-01341,SP-0029,82.55,1.65,219.0,3,152.4,N,Y,N,N,EF-017,EF-017,0,0,0
1341,TA-01342,SP-0035,15.88,1.65,110.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
1342,TA-01343,SP-0039,6.35,0.71,148.0,10,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1343,TA-01344,SP-0039,6.35,0.71,158.0,10,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1344,TA-01345,SP-0039,6.35,0.71,155.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1345,TA-01346,SP-0039,6.35,0.71,179.0,8,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1346,TA-01347,SP-0039,6.35,0.71,121.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1347,TA-01348,SP-0039,6.35,0.71,139.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1348,TA-01349,SP-0039,6.35,0.71,139.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1349,TA-01350,SP-0039,6.35,0.71,228.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1350,TA-01351,SP-0039,6.35,0.71,225.0,8,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1351,TA-01352,SP-0039,6.35,0.71,165.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1352,TA-01353,SP-0039,6.35,0.71,141.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1353,TA-01354,SP-0039,6.35,0.71,127.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1354,TA-01355,SP-0039,6.35,0.71,136.0,8,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1355,TA-01356,SP-0039,6.35,0.71,128.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1356,TA-01357,SP-0039,6.35,0.71,127.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1357,TA-01358,SP-0039,6.35,0.71,135.0,9,19.05,N,N,N,N,EF-008,EF-008,0,0,0
1358,TA-01359,SP-0035,15.88,1.65,134.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1359,TA-01360,SP-0035,15.88,1.65,106.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1360,TA-01361,SP-0035,15.88,1.24,83.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1361,TA-01362,SP-0035,15.88,1.24,79.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1362,TA-01363,SP-0035,15.88,1.24,77.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1363,TA-01364,SP-0028,25.4,1.65,65.0,4,50.8,N,N,N,Y,EF-009,EF-003,0,0,0
1364,TA-01365,SP-0035,15.88,1.65,147.0,7,38.1,N,N,N,Y,EF-018,EF-003,0,0,0
1365,TA-01366,SP-0029,15.88,0.89,143.0,7,50.8,N,Y,N,N,NONE,NONE,0,0,0
1366,TA-01367,SP-0029,15.88,0.89,282.0,8,50.8,N,N,N,Y,NONE,NONE,0,0,0
1367,TA-01368,SP-0029,31.75,1.65,126.0,2,76.2,N,Y,N,N,NONE,EF-006,0,0,0
1368,TA-01369,SP-0028,34.92,1.65,63.0,2,65.0,N,Y,Y,Y,EF-002,EF-002,0,1,0
1369,TA-01370,SP-0029,9.52,1.24,50.0,7,19.0,N,Y,N,N,EF-003,EF-003,0,0,0
1370,TA-01371,SP-0029,15.88,0.89,113.0,4,50.8,N,N,Y,Y,NONE,NONE,0,0,0
1371,TA-01372,SP-0029,12.7,1.24,29.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1372,TA-01373,SP-0029,19.05,1.65,190.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
1373,TA-01374,SP-0035,9.52,1.24,45.0,4,19.0,N,N,N,N,EF-002,EF-003,0,0,0
1374,TA-01375,SP-0035,9.52,1.24,69.0,3,19.0,N,N,N,N,EF-003,EF-003,0,0,0
1375,TA-01376,SP-0035,9.52,1.24,70.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
1376,TA-01377,SP-0029,19.05,1.65,55.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
1377,TA-01378,SP-0035,6.35,0.89,91.0,4,19.0,N,N,N,N,EF-018,EF-018,0,0,0
1378,TA-01379,SP-0035,6.35,0.89,80.0,4,19.0,N,N,N,N,EF-018,EF-018,0,0,0
1379,TA-01380,SP-0035,6.35,0.89,183.0,6,19.0,N,N,N,N,EF-018,EF-018,0,0,0
1380,TA-01381,SP-0035,6.35,0.89,177.0,6,19.0,N,N,N,N,EF-018,EF-018,0,0,0
1381,TA-01382,SP-0035,6.35,0.89,154.0,5,19.0,N,N,N,N,EF-018,EF-018,0,0,0
1382,TA-01383,SP-0035,6.35,0.89,159.0,5,19.0,N,N,N,N,EF-018,EF-018,0,0,0
1383,TA-01384,SP-0028,25.4,1.65,48.0,2,50.8,N,N,N,Y,EF-009,EF-003,0,0,0
1384,TA-01385,SP-0028,50.8,1.65,101.0,4,101.6,N,Y,N,N,EF-023,EF-023,0,1,0
1385,TA-01386,SP-0028,38.1,1.65,83.0,3,76.2,N,N,N,N,EF-003,EF-003,0,0,0
1386,TA-01387,SP-0028,38.1,1.65,39.0,3,63.5,N,Y,Y,Y,EF-020,EF-003,0,0,0
1387,TA-01388,SP-0029,25.4,1.65,121.0,1,63.5,N,N,Y,Y,EF-003,EF-003,0,0,1
1388,TA-01389,SP-0028,25.4,1.65,64.0,3,50.8,N,N,N,N,EF-003,EF-009,0,0,0
